timeStep pedestrianId overlapPedestrianId distance overlaps
2 21 103 0.3833862369264527 0.00661376307354733
2 37 150 0.3860636266664705 0.00393637333352953
2 42 61 0.38877559735957423 0.0012244026404257813
2 87 104 0.3782189675957835 0.011781032404216518
3 21 103 0.3833862369264527 0.00661376307354733
3 37 150 0.3860636266664705 0.00393637333352953
3 42 61 0.38877559735957423 0.0012244026404257813
3 87 104 0.3782189675957835 0.011781032404216518
3 148 173 0.3778433400005711 0.012156659999428887
4 21 103 0.3833862369264527 0.00661376307354733
4 45 120 0.3864407467238829 0.0035592532761171136
4 48 138 0.3864687773939363 0.0035312226060636998
4 65 84 0.3784957682004206 0.011504231799579434
4 117 124 0.38326446357091826 0.0067355364290817565
4 148 173 0.3778433400005711 0.012156659999428887
5 21 103 0.3833862369264527 0.00661376307354733
5 41 97 0.382154597293852 0.00784540270614803
5 48 138 0.3864687773939363 0.0035312226060636998
5 117 124 0.38326446357091826 0.0067355364290817565
6 48 138 0.3864687773939363 0.0035312226060636998
6 77 139 0.38173282335176595 0.008267176648234065
6 95 195 0.38913826397184 8.617360281600317E-4
7 99 152 0.3820035166754422 0.007996483324557824
8 4 137 0.38111813900824537 0.008881860991754642
8 33 182 0.3814859519687385 0.00851404803126149
8 40 159 0.38591065853569784 0.004089341464302176
8 72 166 0.3798512454448107 0.010148754555189321
9 72 166 0.3798512454448107 0.010148754555189321
9 83 118 0.388742866463918 0.0012571335360820335
10 72 166 0.3798512454448107 0.010148754555189321
10 83 118 0.388742866463918 0.0012571335360820335
11 4 82 0.38957863034112444 4.2136965887557E-4
11 7 124 0.37870924385328186 0.01129075614671815
11 69 94 0.3835121052541569 0.0064878947458431035
11 72 166 0.3798512454448107 0.010148754555189321
11 141 170 0.3889752076845873 0.0010247923154126926
12 141 170 0.3889752076845873 0.0010247923154126926
13 20 76 0.38240698813164703 0.0075930118683529835
16 57 190 0.3886466659127286 0.0013533340872713961
17 57 190 0.3886466659127286 0.0013533340872713961
18 57 190 0.3886466659127286 0.0013533340872713961
19 9 169 0.3874238194677871 0.002576180532212924
19 12 17 0.3881388176113476 0.0018611823886524048
19 57 190 0.3886466659127286 0.0013533340872713961
19 85 112 0.3844336231404949 0.005566376859505118
21 43 132 0.3822163228912754 0.007783677108724629
22 43 132 0.3822163228912754 0.007783677108724629
